Date,Store,Sales
2023-07-19,Store_4,367
2023-07-19,Store_5,229
2023-07-20,Store_1,163
2023-07-20,Store_2,271
2023-07-20,Store_3,411
2023-07-20,Store_4,328
2023-07-20,Store_5,246
2023-07-21,Store_1,164
2023-07-21,Store_2,261
2023-07-21,Store_3,391
2023-07-21,Store_4,358
2023-07-21,Store_5,243
2023-07-22,Store_1,177
2023-07-22,Store_2,213
2023-07-22,Store_3,373
2023-07-22,Store_4,350
2023-07-22,Store_5,213
2023-07-23,Store_1,142
2023-07-23,Store_2,146
2023-07-23,Store_3,241
2023-07-23,Store_4,220
2023-07-23,Store_5,159
2023-07-24,Store_1,184
2023-07-24,Store_2,265
2023-07-24,Store_3,386
2023-07-24,Store_4,356
2023-07-24,Store_5,224
2023-07-25,Store_1,167
2023-07-25,Store_2,250
2023-07-25,Store_3,385
2023-07-25,Store_4,350
2023-07-25,Store_5,239
2023-07-26,Store_1,175
2023-07-26,Store_2,223
2023-07-26,Store_3,391
2023-07-26,Store_4,331
2023-07-26,Store_5,191
2023-07-27,Store_1,173
2023-07-27,Store_2,253
2023-07-27,Store_3,367
2023-07-27,Store_4,323
2023-07-27,Store_5,219
2023-07-28,Store_1,167
2023-07-28,Store_2,279
2023-07-28,Store_3,339
2023-07-28,Store_4,312
2023-07-28,Store_5,203
2023-07-29,Store_1,142
2023-07-29,Store_2,232
2023-07-29,Store_3,353
2023-07-29,Store_4,318
2023-07-29,Store_5,188
2023-07-30,Store_1,109
2023-07-30,Store_2,145
2023-07-30,Store_3,222
2023-07-30,Store_4,201
2023-07-30,Store_5,138
2023-07-31,Store_1,152
2023-07-31,Store_2,210
2023-07-31,Store_3,329
2023-07-31,Store_4,275
2023-07-31,Store_5,166
2023-08-01,Store_1,118
2023-08-01,Store_2,212
2023-08-01,Store_3,331
2023-08-01,Store_4,299
2023-08-01,Store_5,212
2023-08-02,Store_1,178
2023-08-02,Store_2,213
2023-08-02,Store_3,339
2023-08-02,Store_4,311
2023-08-02,Store_5,198
2023-08-03,Store_1,165
2023-08-03,Store_2,189
2023-08-03,Store_3,319
2023-08-03,Store_4,299
2023-08-03,Store_5,189
2023-08-04,Store_1,119
2023-08-04,Store_2,205
2023-08-04,Store_3,342
2023-08-04,Store_4,314
2023-08-04,Store_5,218
2023-08-05,Store_1,154
2023-08-05,Store_2,186
2023-08-05,Store_3,307
2023-08-05,Store_4,272
2023-08-05,Store_5,207
2023-08-06,Store_1,88
2023-08-06,Store_2,134
2023-08-06,Store_3,194
2023-08-06,Store_4,175
2023-08-06,Store_5,113
2023-08-07,Store_1,119
2023-08-07,Store_2,200
2023-08-07,Store_3,290
2023-08-07,Store_4,264
2023-08-07,Store_5,188
2023-08-08,Store_1,144
2023-08-08,Store_2,206
2023-08-08,Store_3,303
2023-08-08,Store_4,280
2023-08-08,Store_5,173
2023-08-09,Store_1,111
2023-08-09,Store_2,207
2023-08-09,Store_3,309
2023-08-09,Store_4,289
2023-08-09,Store_5,175
2023-08-10,Store_1,113
2023-08-10,Store_2,176
2023-08-10,Store_3,263
2023-08-10,Store_4,229
2023-08-10,Store_5,139
2023-08-11,Store_1,119
2023-08-11,Store_2,200
2023-08-11,Store_3,291
2023-08-11,Store_4,245
2023-08-11,Store_5,149
2023-08-12,Store_1,134
2023-08-12,Store_2,173
2023-08-12,Store_3,286
2023-08-12,Store_4,271
2023-08-12,Store_5,161
2023-08-13,Store_1,87
2023-08-13,Store_2,112
2023-08-13,Store_3,185
2023-08-13,Store_4,175
2023-08-13,Store_5,117
2023-08-14,Store_1,148
2023-08-14,Store_2,179
2023-08-14,Store_3,265
2023-08-14,Store_4,242
2023-08-14,Store_5,179
2023-08-15,Store_1,142
2023-08-15,Store_2,200
2023-08-15,Store_3,295
2023-08-15,Store_4,239
2023-08-15,Store_5,152
2023-08-16,Store_1,116
2023-08-16,Store_2,183
2023-08-16,Store_3,297
2023-08-16,Store_4,256
2023-08-16,Store_5,146
2023-08-17,Store_1,109
2023-08-17,Store_2,164
2023-08-17,Store_3,267
2023-08-17,Store_4,238
2023-08-17,Store_5,170
2023-08-18,Store_1,126
2023-08-18,Store_2,199
2023-08-18,Store_3,227
2023-08-18,Store_4,243
2023-08-18,Store_5,156
2023-08-19,Store_1,86
2023-08-19,Store_2,226
2023-08-19,Store_3,247
2023-08-19,Store_4,215
2023-08-19,Store_5,131
2023-08-20,Store_1,66
2023-08-20,Store_2,82
2023-08-20,Store_3,183
2023-08-20,Store_4,144
2023-08-20,Store_5,93
2023-08-21,Store_1,144
2023-08-21,Store_2,161
2023-08-21,Store_3,219
2023-08-21,Store_4,230
2023-08-21,Store_5,155
2023-08-22,Store_1,123
2023-08-22,Store_2,153
2023-08-22,Store_3,237
2023-08-22,Store_4,225
2023-08-22,Store_5,154
2023-08-23,Store_1,99
2023-08-23,Store_2,158
2023-08-23,Store_3,237
2023-08-23,Store_4,230
2023-08-23,Store_5,164
2023-08-24,Store_1,103
2023-08-24,Store_2,164
2023-08-24,Store_3,207
2023-08-24,Store_4,208
2023-08-24,Store_5,166
2023-08-25,Store_1,126
2023-08-25,Store_2,178
2023-08-25,Store_3,252
2023-08-25,Store_4,234
2023-08-25,Store_5,130
2023-08-26,Store_1,85
2023-08-26,Store_2,150
2023-08-26,Store_3,224
2023-08-26,Store_4,233
2023-08-26,Store_5,148
2023-08-27,Store_1,58
2023-08-27,Store_2,111
2023-08-27,Store_3,155
2023-08-27,Store_4,142
2023-08-27,Store_5,88
2023-08-28,Store_1,144
2023-08-28,Store_2,152
2023-08-28,Store_3,242
2023-08-28,Store_4,198
2023-08-28,Store_5,151
2023-08-29,Store_1,115
2023-08-29,Store_2,169
2023-08-29,Store_3,254
2023-08-29,Store_4,186
2023-08-29,Store_5,138
2023-08-30,Store_1,120
2023-08-30,Store_2,163
2023-08-30,Store_3,194
2023-08-30,Store_4,185
2023-08-30,Store_5,128
2023-08-31,Store_1,98
2023-08-31,Store_2,135
2023-08-31,Store_3,227
2023-08-31,Store_4,186
2023-08-31,Store_5,141
2023-09-01,Store_1,75
2023-09-01,Store_2,127
2023-09-01,Store_3,244
2023-09-01,Store_4,192
2023-09-01,Store_5,137
2023-09-02,Store_1,76
2023-09-02,Store_2,136
2023-09-02,Store_3,192
2023-09-02,Store_4,231
2023-09-02,Store_5,148
2023-09-03,Store_1,80
2023-09-03,Store_2,89
2023-09-03,Store_3,152
2023-09-03,Store_4,130
2023-09-03,Store_5,105
2023-09-04,Store_1,99
2023-09-04,Store_2,150
2023-09-04,Store_3,222
2023-09-04,Store_4,216
2023-09-04,Store_5,112
2023-09-05,Store_1,94
2023-09-05,Store_2,158
2023-09-05,Store_3,238
2023-09-05,Store_4,180
2023-09-05,Store_5,128
2023-09-06,Store_1,84
2023-09-06,Store_2,160
2023-09-06,Store_3,200
2023-09-06,Store_4,240
2023-09-06,Store_5,144
2023-09-07,Store_1,88
2023-09-07,Store_2,160
2023-09-07,Store_3,237
2023-09-07,Store_4,209
2023-09-07,Store_5,131
2023-09-08,Store_1,98
2023-09-08,Store_2,142
2023-09-08,Store_3,178
2023-09-08,Store_4,200
2023-09-08,Store_5,155
2023-09-09,Store_1,117
2023-09-09,Store_2,160
2023-09-09,Store_3,270
2023-09-09,Store_4,234
2023-09-09,Store_5,116
2023-09-10,Store_1,73
2023-09-10,Store_2,114
2023-09-10,Store_3,128
2023-09-10,Store_4,147
2023-09-10,Store_5,116
2023-09-11,Store_1,91
2023-09-11,Store_2,175
2023-09-11,Store_3,254
2023-09-11,Store_4,187
2023-09-11,Store_5,130
2023-09-12,Store_1,111
2023-09-12,Store_2,120
2023-09-12,Store_3,232
2023-09-12,Store_4,189
2023-09-12,Store_5,128
2023-09-13,Store_1,130
2023-09-13,Store_2,112
2023-09-13,Store_3,255
2023-09-13,Store_4,243
2023-09-13,Store_5,146
2023-09-14,Store_1,108
2023-09-14,Store_2,190
2023-09-14,Store_3,259
2023-09-14,Store_4,201
2023-09-14,Store_5,172
2023-09-15,Store_1,86
2023-09-15,Store_2,139
2023-09-15,Store_3,233
2023-09-15,Store_4,213
2023-09-15,Store_5,155
2023-09-16,Store_1,119
2023-09-16,Store_2,148
2023-09-16,Store_3,242
2023-09-16,Store_4,232
2023-09-16,Store_5,138
2023-09-17,Store_1,70
2023-09-17,Store_2,97
2023-09-17,Store_3,141
2023-09-17,Store_4,144
2023-09-17,Store_5,75
2023-09-18,Store_1,123
2023-09-18,Store_2,154
2023-09-18,Store_3,241
2023-09-18,Store_4,203
2023-09-18,Store_5,174
2023-09-19,Store_1,129
2023-09-19,Store_2,126
2023-09-19,Store_3,215
2023-09-19,Store_4,232
2023-09-19,Store_5,133
2023-09-20,Store_1,102
2023-09-20,Store_2,170
2023-09-20,Store_3,244
2023-09-20,Store_4,256
2023-09-20,Store_5,105
2023-09-21,Store_1,122
2023-09-21,Store_2,171
2023-09-21,Store_3,238
2023-09-21,Store_4,230
2023-09-21,Store_5,137
2023-09-22,Store_1,86
2023-09-22,Store_2,150
2023-09-22,Store_3,241
2023-09-22,Store_4,224
2023-09-22,Store_5,156
2023-09-23,Store_1,112
2023-09-23,Store_2,120
2023-09-23,Store_3,231
2023-09-23,Store_4,264
2023-09-23,Store_5,144
2023-09-24,Store_1,91
2023-09-24,Store_2,106
2023-09-24,Store_3,172
2023-09-24,Store_4,142
2023-09-24,Store_5,111
2023-09-25,Store_1,130
2023-09-25,Store_2,147
2023-09-25,Store_3,264
2023-09-25,Store_4,189
2023-09-25,Store_5,162
2023-09-26,Store_1,119
2023-09-26,Store_2,164
2023-09-26,Store_3,255
2023-09-26,Store_4,230
2023-09-26,Store_5,123
2023-09-27,Store_1,118
2023-09-27,Store_2,136
2023-09-27,Store_3,265
2023-09-27,Store_4,212
2023-09-27,Store_5,182
2023-09-28,Store_1,109
2023-09-28,Store_2,204
2023-09-28,Store_3,257
2023-09-28,Store_4,243
2023-09-28,Store_5,157
2023-09-29,Store_1,121
2023-09-29,Store_2,174
2023-09-29,Store_3,291
2023-09-29,Store_4,265
2023-09-29,Store_5,177
2023-09-30,Store_1,98
2023-09-30,Store_2,184
2023-09-30,Store_3,273
2023-09-30,Store_4,258
2023-09-30,Store_5,158
2023-10-01,Store_1,82
2023-10-01,Store_2,114
2023-10-01,Store_3,193
2023-10-01,Store_4,177
2023-10-01,Store_5,116
2023-10-02,Store_1,101
2023-10-02,Store_2,164
2023-10-02,Store_3,291
2023-10-02,Store_4,231
2023-10-02,Store_5,185
2023-10-03,Store_1,119
2023-10-03,Store_2,171
2023-10-03,Store_3,300
2023-10-03,Store_4,289
2023-10-03,Store_5,169
2023-10-04,Store_1,164
2023-10-04,Store_2,163
2023-10-04,Store_3,298
2023-10-04,Store_4,282
2023-10-04,Store_5,177
2023-10-05,Store_1,120
2023-10-05,Store_2,201
2023-10-05,Store_3,279
2023-10-05,Store_4,278
2023-10-05,Store_5,210
2023-10-06,Store_1,153
2023-10-06,Store_2,230
2023-10-06,Store_3,324
2023-10-06,Store_4,250
2023-10-06,Store_5,177
2023-10-07,Store_1,160
2023-10-07,Store_2,199
2023-10-07,Store_3,332
2023-10-07,Store_4,291
2023-10-07,Store_5,206
2023-10-08,Store_1,89
2023-10-08,Store_2,141
2023-10-08,Store_3,190
2023-10-08,Store_4,194
2023-10-08,Store_5,127
2023-10-09,Store_1,147
2023-10-09,Store_2,185
2023-10-09,Store_3,334
2023-10-09,Store_4,256
2023-10-09,Store_5,211
2023-10-10,Store_1,70
2023-10-10,Store_2,202
2023-10-10,Store_3,343
2023-10-10,Store_4,267
2023-10-10,Store_5,199
2023-10-11,Store_1,136
2023-10-11,Store_2,219
2023-10-11,Store_3,317
2023-10-11,Store_4,299
2023-10-11,Store_5,194
2023-10-12,Store_1,154
2023-10-12,Store_2,184
2023-10-12,Store_3,326
2023-10-12,Store_4,289
2023-10-12,Store_5,192
2023-10-13,Store_1,157
2023-10-13,Store_2,211
2023-10-13,Store_3,354
2023-10-13,Store_4,317
2023-10-13,Store_5,215
2023-10-14,Store_1,157
2023-10-14,Store_2,193
2023-10-14,Store_3,343
2023-10-14,Store_4,335
2023-10-14,Store_5,203
2023-10-15,Store_1,111
2023-10-15,Store_2,129
2023-10-15,Store_3,225
2023-10-15,Store_4,197
2023-10-15,Store_5,121
2023-10-16,Store_1,126
2023-10-16,Store_2,203
2023-10-16,Store_3,353
2023-10-16,Store_4,368
2023-10-16,Store_5,235
2023-10-17,Store_1,160
2023-10-17,Store_2,245
2023-10-17,Store_3,369
2023-10-17,Store_4,348
2023-10-17,Store_5,222
2023-10-18,Store_1,168
2023-10-18,Store_2,231
2023-10-18,Store_3,391
2023-10-18,Store_4,307
2023-10-18,Store_5,195
2023-10-19,Store_1,149
2023-10-19,Store_2,234
2023-10-19,Store_3,366
2023-10-19,Store_4,328
2023-10-19,Store_5,206
2023-10-20,Store_1,185
2023-10-20,Store_2,239
2023-10-20,Store_3,372
2023-10-20,Store_4,336
2023-10-20,Store_5,242
2023-10-21,Store_1,175
2023-10-21,Store_2,271
2023-10-21,Store_3,391
2023-10-21,Store_4,335
2023-10-21,Store_5,248
2023-10-22,Store_1,117
2023-10-22,Store_2,170
2023-10-22,Store_3,263
2023-10-22,Store_4,236
2023-10-22,Store_5,146
2023-10-23,Store_1,175
2023-10-23,Store_2,244
2023-10-23,Store_3,365
2023-10-23,Store_4,335
2023-10-23,Store_5,223
2023-10-24,Store_1,173
2023-10-24,Store_2,257
2023-10-24,Store_3,412
2023-10-24,Store_4,342
2023-10-24,Store_5,216
2023-10-25,Store_1,194
2023-10-25,Store_2,273
2023-10-25,Store_3,402
2023-10-25,Store_4,375
2023-10-25,Store_5,271
2023-10-26,Store_1,174
2023-10-26,Store_2,255
2023-10-26,Store_3,410
2023-10-26,Store_4,363
2023-10-26,Store_5,240
2023-10-27,Store_1,156
2023-10-27,Store_2,254
2023-10-27,Store_3,381
2023-10-27,Store_4,366
2023-10-27,Store_5,276
2023-10-28,Store_1,188
2023-10-28,Store_2,286
2023-10-28,Store_3,428
2023-10-28,Store_4,387
2023-10-28,Store_5,230
2023-10-29,Store_1,121
2023-10-29,Store_2,158
2023-10-29,Store_3,286
2023-10-29,Store_4,251
2023-10-29,Store_5,184
2023-10-30,Store_1,228
2023-10-30,Store_2,266
2023-10-30,Store_3,438
2023-10-30,Store_4,400
2023-10-30,Store_5,243
2023-10-31,Store_1,206
2023-10-31,Store_2,269
2023-10-31,Store_3,417
2023-10-31,Store_4,360
2023-10-31,Store_5,244
2023-11-01,Store_1,159
2023-11-01,Store_2,291
2023-11-01,Store_3,462
2023-11-01,Store_4,382
2023-11-01,Store_5,276
2023-11-02,Store_1,220
2023-11-02,Store_2,289
2023-11-02,Store_3,447
2023-11-02,Store_4,398
2023-11-02,Store_5,235
2023-11-03,Store_1,190
2023-11-03,Store_2,308
2023-11-03,Store_3,438
2023-11-03,Store_4,411
2023-11-03,Store_5,278
2023-11-04,Store_1,196
2023-11-04,Store_2,281
2023-11-04,Store_3,453
2023-11-04,Store_4,429
2023-11-04,Store_5,250
2023-11-05,Store_1,124
2023-11-05,Store_2,185
2023-11-05,Store_3,286
2023-11-05,Store_4,260
2023-11-05,Store_5,197
2023-11-06,Store_1,200
2023-11-06,Store_2,270
2023-11-06,Store_3,449
2023-11-06,Store_4,403
2023-11-06,Store_5,264
2023-11-07,Store_1,198
2023-11-07,Store_2,284
2023-11-07,Store_3,452
2023-11-07,Store_4,412
2023-11-07,Store_5,272
2023-11-08,Store_1,201
2023-11-08,Store_2,297
2023-11-08,Store_3,459
2023-11-08,Store_4,414
2023-11-08,Store_5,258
2023-11-09,Store_1,173
2023-11-09,Store_2,302
2023-11-09,Store_3,461
2023-11-09,Store_4,390
2023-11-09,Store_5,283
2023-11-10,Store_1,195
2023-11-10,Store_2,299
2023-11-10,Store_3,458
2023-11-10,Store_4,409
2023-11-10,Store_5,280
2023-11-11,Store_1,160
2023-11-11,Store_2,314
2023-11-11,Store_3,472
2023-11-11,Store_4,406
2023-11-11,Store_5,280
2023-11-12,Store_1,140
2023-11-12,Store_2,213
2023-11-12,Store_3,304
2023-11-12,Store_4,262
2023-11-12,Store_5,174
2023-11-13,Store_1,223
2023-11-13,Store_2,289
2023-11-13,Store_3,455
2023-11-13,Store_4,441
2023-11-13,Store_5,294
2023-11-14,Store_1,216
2023-11-14,Store_2,313
2023-11-14,Store_3,452
2023-11-14,Store_4,425
2023-11-14,Store_5,271
2023-11-15,Store_1,218
2023-11-15,Store_2,316
2023-11-15,Store_3,440
2023-11-15,Store_4,413
2023-11-15,Store_5,293
2023-11-16,Store_1,210
2023-11-16,Store_2,337
2023-11-16,Store_3,436
2023-11-16,Store_4,413
2023-11-16,Store_5,272
2023-11-17,Store_1,207
2023-11-17,Store_2,289
2023-11-17,Store_3,457
2023-11-17,Store_4,419
2023-11-17,Store_5,240
2023-11-18,Store_1,182
2023-11-18,Store_2,305
2023-11-18,Store_3,504
2023-11-18,Store_4,409
2023-11-18,Store_5,279
2023-11-19,Store_1,159
2023-11-19,Store_2,196
2023-11-19,Store_3,341
2023-11-19,Store_4,269
2023-11-19,Store_5,201
2023-11-20,Store_1,196
2023-11-20,Store_2,298
2023-11-20,Store_3,495
2023-11-20,Store_4,436
2023-11-20,Store_5,274
2023-11-21,Store_1,219
2023-11-21,Store_2,299
2023-11-21,Store_3,452
2023-11-21,Store_4,403
2023-11-21,Store_5,282
2023-11-22,Store_1,236
2023-11-22,Store_2,313
2023-11-22,Store_3,447
2023-11-22,Store_4,409
2023-11-22,Store_5,289
2023-11-23,Store_1,200
2023-11-23,Store_2,316
2023-11-23,Store_3,448
2023-11-23,Store_4,456
2023-11-23,Store_5,272
2023-11-24,Store_1,179
2023-11-24,Store_2,297
2023-11-24,Store_3,477
2023-11-24,Store_4,410
2023-11-24,Store_5,233
2023-11-25,Store_1,207
2023-11-25,Store_2,316
2023-11-25,Store_3,453
2023-11-25,Store_4,401
2023-11-25,Store_5,281
2023-11-26,Store_1,138
2023-11-26,Store_2,189
2023-11-26,Store_3,303
2023-11-26,Store_4,277
2023-11-26,Store_5,194
2023-11-27,Store_1,215
2023-11-27,Store_2,281
2023-11-27,Store_3,440
2023-11-27,Store_4,434
2023-11-27,Store_5,305
2023-11-28,Store_1,210
2023-11-28,Store_2,295
2023-11-28,Store_3,443
2023-11-28,Store_4,373
2023-11-28,Store_5,260
2023-11-29,Store_1,184
2023-11-29,Store_2,259
2023-11-29,Store_3,470
2023-11-29,Store_4,413
2023-11-29,Store_5,251
2023-11-30,Store_1,193
2023-11-30,Store_2,275
2023-11-30,Store_3,422
2023-11-30,Store_4,369
2023-11-30,Store_5,268
2023-12-01,Store_1,205
2023-12-01,Store_2,291
2023-12-01,Store_3,420
2023-12-01,Store_4,364
2023-12-01,Store_5,270
2023-12-02,Store_1,186
2023-12-02,Store_2,287
2023-12-02,Store_3,405
2023-12-02,Store_4,382
2023-12-02,Store_5,286
2023-12-03,Store_1,127
2023-12-03,Store_2,193
2023-12-03,Store_3,298
2023-12-03,Store_4,275
2023-12-03,Store_5,167
2023-12-04,Store_1,178
2023-12-04,Store_2,261
2023-12-04,Store_3,436
2023-12-04,Store_4,383
2023-12-04,Store_5,251
2023-12-05,Store_1,228
2023-12-05,Store_2,284
2023-12-05,Store_3,395
2023-12-05,Store_4,353
2023-12-05,Store_5,242
2023-12-06,Store_1,180
2023-12-06,Store_2,302
2023-12-06,Store_3,396
2023-12-06,Store_4,372
2023-12-06,Store_5,237
2023-12-07,Store_1,188
2023-12-07,Store_2,271
2023-12-07,Store_3,412
2023-12-07,Store_4,355
2023-12-07,Store_5,247
2023-12-08,Store_1,182
2023-12-08,Store_2,256
2023-12-08,Store_3,415
2023-12-08,Store_4,339
2023-12-08,Store_5,216
2023-12-09,Store_1,186
2023-12-09,Store_2,259
2023-12-09,Store_3,396
2023-12-09,Store_4,386
2023-12-09,Store_5,248
2023-12-10,Store_1,107
2023-12-10,Store_2,173
2023-12-10,Store_3,244
2023-12-10,Store_4,224
2023-12-10,Store_5,157
2023-12-11,Store_1,190
2023-12-11,Store_2,272
2023-12-11,Store_3,407
2023-12-11,Store_4,342
2023-12-11,Store_5,238
2023-12-12,Store_1,169
2023-12-12,Store_2,267
2023-12-12,Store_3,433
2023-12-12,Store_4,342
2023-12-12,Store_5,238
2023-12-13,Store_1,185
2023-12-13,Store_2,254
2023-12-13,Store_3,382
2023-12-13,Store_4,324
2023-12-13,Store_5,235
2023-12-14,Store_1,166
2023-12-14,Store_2,235
2023-12-14,Store_3,377
2023-12-14,Store_4,301
2023-12-14,Store_5,215
2023-12-15,Store_1,165
2023-12-15,Store_2,247
2023-12-15,Store_3,364
2023-12-15,Store_4,310
2023-12-15,Store_5,208
2023-12-16,Store_1,144
2023-12-16,Store_2,245
2023-12-16,Store_3,391
2023-12-16,Store_4,306
2023-12-16,Store_5,226
2023-12-17,Store_1,98
2023-12-17,Store_2,153
2023-12-17,Store_3,238
2023-12-17,Store_4,227
2023-12-17,Store_5,159
2023-12-18,Store_1,156
2023-12-18,Store_2,237
2023-12-18,Store_3,333
2023-12-18,Store_4,300
2023-12-18,Store_5,193
2023-12-19,Store_1,181
2023-12-19,Store_2,199
2023-12-19,Store_3,322
2023-12-19,Store_4,311
2023-12-19,Store_5,201
2023-12-20,Store_1,159
2023-12-20,Store_2,204
2023-12-20,Store_3,349
2023-12-20,Store_4,301
2023-12-20,Store_5,192
2023-12-21,Store_1,169
2023-12-21,Store_2,215
2023-12-21,Store_3,353
2023-12-21,Store_4,333
2023-12-21,Store_5,193
2023-12-22,Store_1,174
2023-12-22,Store_2,246
2023-12-22,Store_3,335
2023-12-22,Store_4,283
2023-12-22,Store_5,188
2023-12-23,Store_1,142
2023-12-23,Store_2,234
2023-12-23,Store_3,320
2023-12-23,Store_4,290
2023-12-23,Store_5,186
2023-12-24,Store_1,115
2023-12-24,Store_2,159
2023-12-24,Store_3,213
2023-12-24,Store_4,169
2023-12-24,Store_5,129
2023-12-25,Store_1,107
2023-12-25,Store_2,156
2023-12-25,Store_3,307
2023-12-25,Store_4,305
2023-12-25,Store_5,184
2023-12-26,Store_1,126
2023-12-26,Store_2,220
2023-12-26,Store_3,297
2023-12-26,Store_4,250
2023-12-26,Store_5,183
2023-12-27,Store_1,131
2023-12-27,Store_2,179
2023-12-27,Store_3,307
2023-12-27,Store_4,275
2023-12-27,Store_5,215
2023-12-28,Store_1,129
2023-12-28,Store_2,169
2023-12-28,Store_3,321
2023-12-28,Store_4,280
2023-12-28,Store_5,164
2023-12-29,Store_1,121
2023-12-29,Store_2,185
2023-12-29,Store_3,309
2023-12-29,Store_4,266
2023-12-29,Store_5,176
2023-12-30,Store_1,148
2023-12-30,Store_2,193
2023-12-30,Store_3,296
2023-12-30,Store_4,259
2023-12-30,Store_5,166
2023-12-31,Store_1,68
2023-12-31,Store_2,131
2023-12-31,Store_3,183
2023-12-31,Store_4,201
2023-12-31,Store_5,122
2024-01-01,Store_1,88
2024-01-01,Store_2,138
2024-01-01,Store_3,210
2024-01-01,Store_4,196
2024-01-01,Store_5,91
2024-01-02,Store_1,98
2024-01-02,Store_2,156
2024-01-02,Store_3,219
2024-01-02,Store_4,158
2024-01-02,Store_5,102
2024-01-03,Store_1,90
2024-01-03,Store_2,124
2024-01-03,Store_3,196
2024-01-03,Store_4,186
2024-01-03,Store_5,150
2024-01-04,Store_1,111
2024-01-04,Store_2,92
2024-01-04,Store_3,188
2024-01-04,Store_4,163
2024-01-04,Store_5,149
2024-01-05,Store_1,94
2024-01-05,Store_2,120
2024-01-05,Store_3,190
2024-01-05,Store_4,179
2024-01-05,Store_5,131
2024-01-06,Store_1,99
2024-01-06,Store_2,117
2024-01-06,Store_3,207
2024-01-06,Store_4,184
2024-01-06,Store_5,113
2024-01-07,Store_1,53
2024-01-07,Store_2,89
2024-01-07,Store_3,144
2024-01-07,Store_4,128
2024-01-07,Store_5,87
2024-01-08,Store_1,59
2024-01-08,Store_2,124
2024-01-08,Store_3,203
2024-01-08,Store_4,191
2024-01-08,Store_5,120
2024-01-09,Store_1,92
2024-01-09,Store_2,144
2024-01-09,Store_3,206
2024-01-09,Store_4,195
2024-01-09,Store_5,147
2024-01-10,Store_1,93
2024-01-10,Store_2,122
2024-01-10,Store_3,172
2024-01-10,Store_4,178
2024-01-10,Store_5,140
2024-01-11,Store_1,90
2024-01-11,Store_2,147
2024-01-11,Store_3,209
2024-01-11,Store_4,214
2024-01-11,Store_5,111
2024-01-12,Store_1,101
2024-01-12,Store_2,109
2024-01-12,Store_3,204
2024-01-12,Store_4,199
2024-01-12,Store_5,134
2024-01-13,Store_1,72
2024-01-13,Store_2,150
2024-01-13,Store_3,216
2024-01-13,Store_4,151
2024-01-13,Store_5,140
2024-01-14,Store_1,70
2024-01-14,Store_2,82
2024-01-14,Store_3,123
2024-01-14,Store_4,108
2024-01-14,Store_5,100
2024-01-15,Store_1,105
2024-01-15,Store_2,117
2024-01-15,Store_3,210
2024-01-15,Store_4,146
2024-01-15,Store_5,101
2024-01-16,Store_1,90
2024-01-16,Store_2,146
2024-01-16,Store_3,203
2024-01-16,Store_4,184
2024-01-16,Store_5,125
2024-01-17,Store_1,82
2024-01-17,Store_2,124
2024-01-17,Store_3,193
2024-01-17,Store_4,204
2024-01-17,Store_5,118
2024-01-18,Store_1,113
2024-01-18,Store_2,101
2024-01-18,Store_3,212
2024-01-18,Store_4,164
2024-01-18,Store_5,134
2024-01-19,Store_1,78
2024-01-19,Store_2,130
2024-01-19,Store_3,192
2024-01-19,Store_4,203
2024-01-19,Store_5,136
2024-01-20,Store_1,107
2024-01-20,Store_2,149
2024-01-20,Store_3,221
2024-01-20,Store_4,163
2024-01-20,Store_5,126
2024-01-21,Store_1,52
2024-01-21,Store_2,82
2024-01-21,Store_3,144
2024-01-21,Store_4,106
2024-01-21,Store_5,62
2024-01-22,Store_1,87
2024-01-22,Store_2,150
2024-01-22,Store_3,243
2024-01-22,Store_4,183
2024-01-22,Store_5,105
2024-01-23,Store_1,115
2024-01-23,Store_2,137
2024-01-23,Store_3,196
2024-01-23,Store_4,162
2024-01-23,Store_5,144
2024-01-24,Store_1,125
2024-01-24,Store_2,117
2024-01-24,Store_3,211
2024-01-24,Store_4,178
2024-01-24,Store_5,119
2024-01-25,Store_1,97
2024-01-25,Store_2,142
2024-01-25,Store_3,201
2024-01-25,Store_4,148
2024-01-25,Store_5,114
2024-01-26,Store_1,122
2024-01-26,Store_2,134
2024-01-26,Store_3,212
2024-01-26,Store_4,206
2024-01-26,Store_5,112
2024-01-27,Store_1,118
2024-01-27,Store_2,132
2024-01-27,Store_3,199
2024-01-27,Store_4,188
2024-01-27,Store_5,147
2024-01-28,Store_1,62
2024-01-28,Store_2,91
2024-01-28,Store_3,138
2024-01-28,Store_4,148
2024-01-28,Store_5,96
2024-01-29,Store_1,131
2024-01-29,Store_2,140
2024-01-29,Store_3,227
2024-01-29,Store_4,208
2024-01-29,Store_5,117
2024-01-30,Store_1,100
2024-01-30,Store_2,159
2024-01-30,Store_3,201
2024-01-30,Store_4,167
2024-01-30,Store_5,116
2024-01-31,Store_1,95
2024-01-31,Store_2,165
2024-01-31,Store_3,195
2024-01-31,Store_4,184
2024-01-31,Store_5,151
2024-02-01,Store_1,62
2024-02-01,Store_2,161
2024-02-01,Store_3,239
2024-02-01,Store_4,200
2024-02-01,Store_5,118
2024-02-02,Store_1,99
2024-02-02,Store_2,142
2024-02-02,Store_3,205
2024-02-02,Store_4,185
2024-02-02,Store_5,130
2024-02-03,Store_1,133
2024-02-03,Store_2,143
2024-02-03,Store_3,190
2024-02-03,Store_4,162
2024-02-03,Store_5,147
2024-02-04,Store_1,76
2024-02-04,Store_2,84
